num,X,Y,month,day,FFMC,DMC,temp,RH,wind,rain,area,passenger,country
276,4,6,dec,thu,84.6,26.4,5.1,61,4.9,0,5.38,388,Portugal
277,4,4,dec,mon,85.4,25.4,4.6,21,8.5,0,17.85,444,Portugal
278,3,4,dec,mon,85.4,25.4,4.6,21,8.5,0,10.73,978,Portugal
279,4,4,dec,mon,85.4,25.4,4.6,21,8.5,0,22.03,520,Portugal
280,4,4,dec,mon,85.4,25.4,4.6,21,8.5,0,9.77,461,Portugal
281,4,6,dec,fri,84.7,26.7,2.2,59,4.9,0,9.27,894,Portugal
282,6,5,dec,tue,85.4,25.4,5.1,24,8.5,0,24.77,934,Portugal
283,6,3,feb,sun,84.9,27.5,4.2,51,4,0,0,163,Portugal
284,3,4,feb,wed,86.9,6.6,8.8,35,3.1,0,1.1,856,Portugal
285,5,4,feb,fri,85.2,4.9,7.5,46,8,0,24.24,452,Portugal
286,2,5,jul,sun,93.9,169.7,23.4,40,6.3,0,0,463,Portugal
287,7,6,jul,wed,91.2,183.1,12.6,90,7.6,0.2,0,288,Portugal
288,7,4,jul,sat,91.6,104.2,22.1,49,2.7,0,0,50,Portugal
289,7,4,jul,sat,91.6,104.2,24.2,32,1.8,0,0,632,Portugal
290,7,4,jul,sat,91.6,104.2,24.3,30,1.8,0,0,850,Portugal
291,2,5,jul,sat,91.6,104.2,18.7,53,1.8,0,0,121,Portugal
292,9,4,jul,sat,91.6,104.2,25.3,39,0.9,0,8,72,Portugal
293,4,5,jul,fri,91.6,100.2,22.9,40,1.3,0,2.64,604,Portugal
294,7,6,jul,tue,93.1,180.4,26.9,28,5.4,0,86.45,429,Portugal
295,8,6,jul,tue,92.3,88.8,17.1,67,3.6,0,6.57,745,Portugal
296,7,5,jun,sun,93.1,180.4,22.2,48,1.3,0,0,980,Portugal
297,6,4,jun,sun,90.4,89.5,14.3,46,1.8,0,0.9,345,Portugal
298,8,6,jun,sun,90.4,89.5,15.4,45,2.2,0,0,651,Portugal
299,8,6,jun,wed,91.2,147.8,19.6,43,4.9,0,0,928,Portugal
300,6,5,jun,sat,53.4,71,10.6,90,2.7,0,0,107,Portugal
301,6,5,jun,mon,90.4,93.3,20.7,25,4.9,0,0,549,Portugal
302,6,5,jun,mon,90.4,93.3,19.1,39,5.4,0,3.52,234,Portugal
303,3,6,jun,fri,91.1,94.1,19.2,38,4.5,0,0,589,Portugal
304,3,6,jun,fri,91.1,94.1,19.2,38,4.5,0,0,994,Portugal
305,6,5,may,sat,85.1,28,11.3,94,4.9,0,0,367,Portugal
306,1,4,sep,sun,89.6,84.1,19,52,2.2,0,0,630,Portugal
307,7,4,sep,sun,89.6,84.1,17.1,53,5.4,0,0.41,966,Portugal
308,3,4,sep,sun,89.6,84.1,23.8,35,3.6,0,5.18,224,Portugal
309,2,4,sep,sun,92.4,105.8,16,45,1.8,0,0,826,Portugal
310,2,4,sep,sun,92.4,105.8,24.9,27,2.2,0,0,277,Portugal
311,7,4,sep,sun,92.4,105.8,25.3,27,2.7,0,0,366,Portugal
312,6,3,sep,sun,92.4,105.8,24.8,28,1.8,0,14.29,486,Portugal
313,2,4,sep,sun,50.4,46.2,12.2,78,6.3,0,0,757,Portugal
314,6,5,sep,wed,92.6,115.4,24.3,27,4.9,0,0,654,Portugal
315,4,4,sep,wed,92.6,115.4,19.7,41,1.8,0,1.58,543,Portugal
316,3,4,sep,wed,91.2,134.7,18.5,30,2.7,0,0,464,Portugal
317,4,5,sep,thu,92.4,96.2,18.6,24,5.8,0,0,699,Portugal
318,4,4,sep,thu,92.4,96.2,19.2,24,4.9,0,3.78,450,Portugal
319,6,5,sep,thu,92.8,119,21.6,27,2.2,0,0,911,Portugal
320,5,4,sep,thu,92.8,119,21.6,28,6.3,0,4.41,861,Portugal
321,6,3,sep,thu,92.8,119,18.9,34,7.2,0,34.36,941,Portugal
322,1,4,sep,thu,92.8,119,16.8,28,4,0,7.21,53,Portugal
323,6,5,sep,thu,92.8,119,16.8,28,4,0,1.01,907,Portugal
324,3,5,sep,thu,90.7,136.9,12.9,39,2.7,0,2.18,89,Portugal
325,6,5,sep,thu,88.1,53.3,13.7,56,1.8,0,4.42,938,Portugal
326,1,4,sep,sat,92.2,102.3,24.2,27,3.1,0,0,948,Portugal
327,5,4,sep,sat,92.2,102.3,24.1,27,3.1,0,0,958,Portugal
328,6,5,sep,sat,92.2,102.3,21.2,32,2.2,0,0,852,Portugal
329,6,5,sep,sat,92.2,102.3,19.7,35,1.8,0,0,116,Portugal
330,4,3,sep,sat,92.2,102.3,23.5,27,4,0,3.33,899,Portugal
331,3,3,sep,sat,92.2,102.3,24.2,27,3.1,0,6.58,675,Portugal
332,7,4,sep,sat,91.2,124.4,21.5,28,4.5,0,15.64,384,Portugal
333,4,4,sep,sat,91.2,124.4,17.1,41,2.2,0,11.22,104,Portugal
334,1,4,sep,mon,92.1,87.7,18.1,54,3.1,0,2.13,524,Portugal
335,2,3,sep,mon,91.6,108.4,18,51,5.4,0,0,917,Portugal
336,4,3,sep,mon,91.6,108.4,9.8,86,1.8,0,0,233,Portugal
337,7,4,sep,mon,91.6,108.4,19.3,44,2.2,0,0,728,Portugal
338,6,3,sep,mon,91.6,108.4,23,34,2.2,0,56.04,746,Portugal
339,8,6,sep,mon,91.6,108.4,22.7,35,2.2,0,7.48,442,Portugal
340,2,4,sep,mon,91.6,108.4,20.4,41,1.8,0,1.47,932,Portugal
341,2,5,sep,mon,91.6,108.4,19.3,44,2.2,0,3.93,619,Portugal
342,8,6,sep,mon,91.9,111.7,15.7,51,2.2,0,0,912,Portugal
343,6,3,sep,mon,91.5,130.1,20.6,37,1.8,0,0,584,Portugal
344,8,6,sep,mon,91.5,130.1,15.9,51,4.5,0,2.18,501,Portugal
345,6,3,sep,mon,91.5,130.1,12.2,66,4.9,0,6.1,566,Portugal
346,2,2,sep,mon,91.5,130.1,16.8,43,3.1,0,5.83,601,Portugal
347,1,4,sep,mon,91.5,130.1,21.3,35,2.2,0,28.19,335,Portugal
348,5,4,sep,fri,92.1,99,10.1,75,3.6,0,0,287,Portugal
349,3,4,sep,fri,92.1,99,17.4,57,4.5,0,0,581,Portugal
350,5,4,sep,fri,92.1,99,12.8,64,3.6,0,1.64,945,Portugal
351,5,4,sep,fri,92.1,99,10.1,75,3.6,0,3.71,740,Portugal
352,4,4,sep,fri,92.1,99,15.4,53,6.3,0,7.31,606,Portugal
353,7,4,sep,fri,92.1,99,20.6,43,3.6,0,2.03,79,Portugal
354,7,4,sep,fri,92.1,99,19.8,47,2.7,0,1.72,389,Portugal
355,7,4,sep,fri,92.1,99,18.7,50,2.2,0,5.97,797,Portugal
356,4,4,sep,fri,92.1,99,20.8,35,4.9,0,13.06,903,Portugal
357,4,4,sep,fri,92.1,99,20.8,35,4.9,0,1.26,910,Portugal
358,6,3,sep,fri,92.5,122,15.9,55,3.6,0,0,509,Portugal
359,6,3,sep,fri,92.5,122,19.7,39,2.7,0,0,752,Portugal
360,1,4,sep,fri,92.5,122,21.1,39,2.2,0,8.12,194,Portugal
361,6,5,sep,fri,92.5,122,18.4,42,2.2,0,1.09,343,Portugal
362,4,3,sep,fri,92.5,122,17.3,45,4,0,3.94,841,Portugal
363,7,4,sep,fri,88.2,55.2,15.2,64,3.1,0,0.52,719,Portugal
364,4,3,sep,tue,91.9,111.7,15.9,53,2.2,0,2.93,684,Portugal
365,6,5,sep,tue,91.9,111.7,21.1,35,2.7,0,5.65,280,Portugal
366,6,5,sep,tue,91.9,111.7,19.6,45,3.1,0,20.03,439,Portugal
367,4,5,sep,tue,91.1,132.3,15.9,38,5.4,0,1.75,427,Portugal
368,4,5,sep,tue,91.1,132.3,16.4,27,3.6,0,0,397,Portugal
369,6,5,sep,sat,91.2,94.3,16.8,47,4.9,0,12.64,315,Portugal
370,4,5,sep,sun,91,276.3,13.8,77,7.6,0,0,291,Portugal
371,7,4,sep,sun,91,276.3,13.8,77,7.6,0,11.06,950,Portugal
372,3,4,jul,wed,91.9,133.6,14.2,58,4,0,0,762,Portugal
373,4,5,aug,sun,92,203.2,10.4,75,0.9,0,0,549,Portugal
374,5,4,aug,thu,94.8,222.4,20.3,42,2.7,0,0,925,Portugal
375,6,5,sep,fri,90.3,290,10.3,78,4,0,18.3,561,Portugal
376,6,5,sep,sat,91.2,94.3,15.4,57,4.9,0,39.35,106,Portugal
377,8,6,aug,mon,92.1,207,21.1,54,2.2,0,0,655,Portugal
378,2,2,aug,sat,93.7,231.1,21.9,42,2.2,0,174.63,825,Portugal
379,6,5,mar,thu,90.9,18.9,8.7,51,5.8,0,0,847,Portugal
380,4,5,jan,sun,18.7,1.1,5.2,100,0.9,0,0,310,Portugal
381,5,4,jul,wed,93.7,101.3,19.3,39,7.2,0,7.73,187,Portugal
382,8,6,aug,thu,90.7,194.1,16.2,63,2.7,0,16.33,477,Portugal
383,8,6,aug,wed,95.2,217.7,28.2,29,1.8,0,5.86,257,Portugal
384,9,6,aug,thu,91.6,248.4,20.5,58,2.7,0,42.87,658,Portugal
385,8,4,aug,sat,91.6,273.8,21.3,44,4.5,0,12.18,508,Portugal
386,2,4,aug,sun,91.6,181.3,20.9,50,2.2,0,16,443,Portugal
387,3,4,sep,sun,90.5,96.7,20.6,55,5.4,0,24.59,189,Portugal
388,5,5,mar,thu,90.9,18.9,11.6,48,5.4,0,0,684,Portugal
389,6,4,aug,fri,94.8,227,23.3,34,3.1,0,28.74,399,Portugal
390,7,4,aug,fri,94.8,227,23.3,34,3.1,0,0,262,Portugal
391,7,4,feb,mon,84.7,9.5,7.5,71,6.3,0,9.96,310,Portugal
392,8,6,sep,fri,91.1,91.3,20.7,46,2.7,0,30.18,122,Portugal
393,1,3,sep,sun,91,276.3,21.9,43,4,0,70.76,228,Portugal
394,2,4,mar,tue,93.4,15,15.2,19,7.6,0,0,690,Portugal
395,6,5,feb,mon,84.1,4.6,5.3,68,1.8,0,0,248,Portugal
396,4,5,feb,sun,85,9,10.1,62,1.8,0,51.78,504,Portugal
397,4,3,sep,sun,90.5,96.7,20.4,55,4.9,0,3.64,888,Portugal
398,5,6,aug,sun,91.6,181.3,24.3,33,3.6,0,3.63,673,Portugal
399,1,2,aug,sat,93.7,231.1,25.9,32,3.1,0,0,529,Portugal
400,9,5,jun,wed,93.3,49.5,28,34,4.5,0,0,278,Portugal
401,9,5,jun,wed,93.3,49.5,28,34,4.5,0,8.16,592,Portugal
402,3,4,sep,thu,91.1,88.2,22.8,46,4,0,4.95,811,Portugal
403,9,9,aug,fri,94.8,227,25,36,4,0,0,692,Portugal
404,8,6,aug,thu,90.7,194.1,21.3,41,3.6,0,0,204,Portugal
405,2,4,sep,wed,87.9,84.8,21.8,34,2.2,0,6.04,160,Portugal
406,2,2,aug,tue,94.6,212.1,27.9,27,2.2,0,0,535,Portugal
407,6,5,sep,sat,87.1,291.3,17,67,4.9,0,3.95,966,Portugal
408,4,5,feb,sat,84.7,8.2,14.2,46,4,0,0,166,Portugal
409,4,3,sep,fri,90.3,290,19.9,44,3.1,0,7.8,239,Portugal
410,1,4,jul,tue,92.3,96.2,23.4,31,5.4,0,0,148,Portugal
411,6,3,feb,fri,84.1,7.3,14.7,42,2.7,0,0,840,Portugal
412,7,4,feb,fri,84.6,3.2,8.2,53,9.4,0,4.62,925,Portugal
413,9,4,jul,mon,92.3,92.1,22.8,27,4.5,0,1.63,381,Portugal
414,7,5,aug,sat,93.7,231.1,26.4,33,3.6,0,0,699,Portugal
415,5,4,aug,sun,93.6,235.1,24.1,50,4,0,0,116,Portugal
416,8,6,aug,thu,94.8,222.4,27.5,27,4.9,0,746.28,769,Portugal
417,6,3,jul,tue,92.7,164.1,26.3,39,3.1,0,7.02,488,Portugal
418,6,5,mar,wed,93.4,17.3,13.8,24,5.8,0,0,336,Portugal
419,2,4,aug,sun,92,203.2,24.9,42,5.4,0,2.44,584,Portugal
420,2,5,aug,sun,91.6,181.3,24.8,36,4,0,3.05,556,Portugal
421,8,8,aug,wed,91.7,191.4,26.2,36,4.5,0,185.76,197,Portugal
422,2,4,aug,wed,95.2,217.7,30.8,19,4.5,0,0,704,Portugal
423,8,6,jul,sun,88.9,263.1,29.3,27,3.6,0,6.3,389,Portugal
424,1,3,sep,sat,91.2,94.3,22.3,48,4,0,0.72,681,Portugal
425,8,6,aug,sat,93.7,231.1,26.9,31,3.6,0,4.96,888,Portugal
426,2,2,aug,thu,91.6,248.4,20.4,56,2.2,0,0,513,Portugal
427,8,6,aug,thu,91.6,248.4,20.4,56,2.2,0,0,188,Portugal
428,2,4,aug,mon,92.1,207,27.9,33,2.2,0,2.35,737,Portugal
429,1,3,aug,thu,94.8,222.4,26.2,34,5.8,0,0,699,Portugal
430,3,4,aug,sun,91.6,181.3,24.6,44,4,0,3.2,379,Portugal
431,7,4,sep,thu,89.7,287.2,19.4,45,3.6,0,0,457,Portugal
432,1,3,aug,sat,92.1,178,23.3,40,4,0,6.36,965,Portugal
433,8,6,aug,thu,94.8,222.4,23.9,38,6.7,0,0,953,Portugal
434,2,4,aug,sun,93.6,235.1,20.9,66,4.9,0,15.34,54,Portugal
435,1,4,aug,fri,90.6,269.8,22.2,45,3.6,0,0,330,Portugal
436,2,5,jul,sat,90.8,84.7,23.8,51,1.8,0,0,681,Portugal
437,8,6,aug,mon,92.1,207,26.8,35,1.3,0,0.54,276,Portugal
438,8,6,aug,sat,89.4,253.6,14.2,73,2.7,0,0,764,Portugal
439,2,5,aug,sat,93.7,231.1,23.6,53,4,0,6.43,986,Portugal
440,1,3,sep,fri,91.1,91.3,19.1,46,2.2,0,0.33,232,Portugal
441,5,4,sep,fri,90.3,290,16.2,58,3.6,0,0,929,Portugal
442,8,6,aug,mon,92.1,207,25.5,29,1.8,0,1.23,263,Portugal
443,6,5,apr,mon,87.9,24.9,10.9,64,3.1,0,3.35,769,Portugal
444,1,2,jul,fri,90.7,80.9,14.8,78,8,0,0,426,Portugal
445,2,5,sep,fri,90.3,290,16.2,58,3.6,0,9.96,932,Portugal
446,5,5,aug,sun,94,47.9,17.3,80,4.5,0,0,537,Portugal
447,6,5,aug,sun,92,203.2,19.1,70,2.2,0,0,391,Portugal
448,3,4,mar,wed,93.4,17.3,8.9,35,8,0,0,566,Portugal
449,7,4,sep,wed,89.7,284.9,10.5,77,4,0,0,702,Portugal
450,7,4,aug,sun,91.6,181.3,19.3,61,4.9,0,0,123,Portugal
451,4,5,aug,wed,95.2,217.7,23.4,49,5.4,0,6.43,187,Portugal
452,1,4,aug,fri,90.5,196.8,11.8,88,4.9,0,9.71,249,Portugal
453,7,4,aug,mon,91.5,238.2,17.7,65,4,0,0,574,Portugal
454,4,5,aug,thu,89.4,266.2,17.4,54,3.1,0,0,587,Portugal
455,3,4,aug,thu,91.6,248.4,16.8,56,3.1,0,0,367,Portugal
456,3,4,jul,mon,94.6,160,17.9,48,2.7,0,0,970,Portugal
457,2,4,aug,thu,91.6,248.4,16.6,59,2.7,0,0,520,Portugal
458,1,4,aug,wed,91.7,191.4,19.9,50,4,0,82.75,788,Portugal
459,8,6,aug,sat,93.7,231.1,18.9,64,4.9,0,3.32,755,Portugal
460,7,4,aug,sat,91.6,273.8,15.5,72,8,0,1.94,381,Portugal
461,2,5,aug,sat,93.7,231.1,18.9,64,4.9,0,0,363,Portugal
462,8,6,aug,sat,93.7,231.1,18.9,64,4.9,0,0,478,Portugal
463,1,4,sep,sun,91,276.3,14.5,76,7.6,0,3.71,392,Portugal
464,6,5,feb,tue,75.1,4.4,4.6,82,6.3,0,5.39,411,Portugal
465,6,4,feb,tue,75.1,4.4,5.1,77,5.4,0,2.14,890,Portugal
466,2,2,feb,sat,79.5,3.6,4.6,59,0.9,0,6.84,565,Portugal
467,6,5,mar,mon,87.2,15.1,10.2,45,5.8,0,3.18,527,Portugal
468,3,4,mar,wed,90.2,18.5,11.2,41,5.4,0,5.55,561,Portugal
469,6,5,mar,thu,91.3,20.6,13.3,27,3.6,0,6.61,478,Portugal
470,6,3,apr,sun,91,14.6,13.7,33,9.4,0,61.13,680,Portugal
471,5,4,apr,sun,91,14.6,17.6,27,5.8,0,0,361,Portugal
472,4,3,may,fri,89.6,25.4,18,40,4,0,38.48,512,Portugal
473,8,3,jun,mon,88.2,96.2,14.3,79,4,0,1.94,213,Portugal
474,9,4,jun,sat,90.5,61.1,24.5,50,3.1,0,70.32,86,Portugal
475,4,3,jun,thu,93,103.8,26.4,35,2.7,0,10.08,197,Portugal
476,2,5,jun,thu,93.7,121.7,22.7,40,9.4,0,3.19,189,Portugal
477,4,3,jul,thu,93.5,85.3,27.2,28,1.3,0,1.76,673,Portugal
478,4,3,jul,sun,93.7,101.3,26.1,45,4,0,7.36,852,Portugal
479,7,4,jul,sun,93.7,101.3,18.2,82,4.5,0,2.21,330,Portugal
480,7,4,jul,mon,89.2,103.9,22.6,57,4.9,0,278.53,693,Portugal
481,9,9,jul,thu,93.2,114.4,30.2,25,4.5,0,2.75,642,Portugal
482,4,3,jul,thu,93.2,114.4,30.2,22,4.9,0,0,126,Portugal
483,3,4,aug,sun,94.9,130.3,23.4,40,5.8,0,1.29,64,Portugal
484,8,6,aug,sun,94.9,130.3,31,27,5.4,0,0,776,Portugal
485,2,5,aug,sun,94.9,130.3,33.1,25,4,0,26.43,190,Portugal
486,2,4,aug,mon,95,135.5,30.6,28,3.6,0,2.07,677,Portugal
487,5,4,aug,tue,95.1,141.3,24.1,43,6.3,0,2,733,Portugal
488,5,4,aug,tue,95.1,141.3,26.4,34,3.6,0,16.4,251,Portugal
489,4,4,aug,tue,95.1,141.3,19.4,71,7.6,0,46.7,710,Portugal
490,4,4,aug,wed,95.1,141.3,20.6,58,1.3,0,0,76,Portugal
491,4,4,aug,wed,95.1,141.3,28.7,33,4,0,0,588,Portugal
492,4,4,aug,thu,95.8,152,32.4,21,4.5,0,0,50,Portugal
493,1,3,aug,fri,95.9,158,32.4,27,2.2,0,0,699,Portugal
494,1,3,aug,fri,95.9,158,27.5,29,4.5,0,43.32,139,Portugal
495,6,6,aug,sat,96,164,30.8,30,4.9,0,8.59,107,Portugal
496,6,6,aug,mon,96.2,175.5,23.9,42,2.2,0,0,415,Portugal
497,4,5,aug,mon,96.2,175.5,32.6,26,3.1,0,2.77,957,Portugal
498,3,4,aug,tue,96.1,181.1,32.3,27,2.2,0,14.68,327,Portugal
499,6,5,aug,tue,96.1,181.1,33.3,26,2.7,0,40.54,66,Portugal
500,7,5,aug,tue,96.1,181.1,27.3,63,4.9,6.4,10.82,938,Portugal
501,8,6,aug,tue,96.1,181.1,21.6,65,4.9,0.8,0,228,Portugal
502,7,5,aug,tue,96.1,181.1,21.6,65,4.9,0.8,0,713,Portugal
503,4,4,aug,tue,96.1,181.1,20.7,69,4.9,0.4,0,741,Portugal
504,2,4,aug,wed,94.5,139.4,29.2,30,4.9,0,1.95,567,Portugal
505,4,3,aug,wed,94.5,139.4,28.9,29,4.9,0,49.59,993,Portugal
506,1,2,aug,thu,91,163.2,26.7,35,1.8,0,5.8,322,Portugal
507,1,2,aug,fri,91,166.9,18.5,73,8.5,0,0,88,Portugal
508,2,4,aug,fri,91,166.9,25.9,41,3.6,0,0,465,Portugal
509,1,2,aug,fri,91,166.9,25.9,41,3.6,0,0,439,Portugal
510,5,4,aug,fri,91,166.9,21.1,71,7.6,1.4,2.17,59,Portugal
511,6,5,aug,fri,91,166.9,18.2,62,5.4,0,0.43,852,Portugal
512,8,6,aug,sun,81.6,56.7,27.8,35,2.7,0,0,301,Portugal
513,4,3,aug,sun,81.6,56.7,27.8,32,2.7,0,6.44,310,Portugal
514,2,4,aug,sun,81.6,56.7,21.9,71,5.8,0,54.29,225,Portugal
515,7,4,aug,sun,81.6,56.7,21.2,70,6.7,0,11.16,793,Portugal
516,1,4,aug,sat,94.4,146,25.6,42,4,0,0,132,Portugal
517,6,3,nov,tue,79.5,3,11.8,31,4.5,0,0,510,Portugal
518,4,2,feb,wed,,,17.9,48,2.7,0,0,890,Brazil
519,3,4,feb,thu,,,16.6,59,2.7,0,0,565,Brazil
520,1,4,feb,fri,,,19.9,50,4,0,0,527,Brazil
521,2,5,feb,fri,,,18.9,64,4.9,0,0,561,Brazil
522,6,6,dec,sat,,,15.5,72,8,0,3.52,478,Brazil
523,4,3,dec,mon,,,18.9,64,4.9,0,0,680,Brazil
524,8,6,dec,mon,,,18.9,64,4.9,0,7.21,361,Brazil
525,1,3,dec,tue,,,14.5,76,7.6,0,1.01,512,Brazil
526,1,4,dec,tue,,,4.6,82,6.3,0,2.18,213,Brazil
527,5,3,apr,tue,,,5.1,77,5.4,0,4.42,86,Brazil
528,7,6,apr,tue,,,4.6,59,0.9,0,0,197,Brazil
529,6,2,apr,tue,,,10.2,45,5.8,0,0,189,Brazil
530,3,4,apr,tue,,,11.2,41,5.4,0,0,673,Brazil
531,5,4,apr,wed,,,13.3,27,3.6,0,0,852,Brazil
532,2,2,jul,wed,,,13.7,33,9.4,0,3.33,330,Brazil
533,3,2,jul,thu,,,17.6,27,5.8,0,6.58,693,Brazil
534,5,6,jul,fri,,,18,40,4,0,15.64,642,Brazil
535,5,5,jun,fri,,,14.3,79,4,0,11.22,126,Brazil
536,7,5,jun,fri,,,24.5,50,3.1,0,2.13,64,Brazil
537,1,5,jun,fri,,,26.4,35,2.7,0,0,776,Brazil
538,8,6,may,fri,,,22.7,40,9.4,0,0,190,Brazil
539,6,3,sep,sun,,,27.2,28,1.3,0,0,677,Brazil
540,8,2,sep,sun,,,26.1,45,4,0,4.41,733,Brazil
541,7,5,sep,sun,,,18.2,82,4.5,0,34.36,251,Brazil
542,3,3,mar,thu,,,20.7,29,4,0,1.64,253,Brazil
543,3,2,mar,fri,,,29.2,27,5.8,0,1.69,95,Brazil
544,1,3,mar,fri,,,28.9,86,3.1,0,1.75,176,Brazil
545,3,3,mar,sat,,,26.7,63,4,0,1.9,229,Brazil
546,5,6,aug,mon,,,18.5,40,8.5,0,1.94,511,Brazil
547,6,6,aug,mon,,,25.9,51,1.8,0,1.95,636,Brazil
548,8,5,aug,tue,,,25.9,38,2.2,0,2.01,178,Brazil
549,8,2,sep,tue,,,21.1,72,4.5,0,2.14,185,Brazil
550,1,2,sep,tue,,,18.2,42,0.9,0,2.29,384,Brazil
551,8,2,sep,tue,,,27.8,21,4.5,0,2.51,118,Brazil
552,8,3,oct,tue,,,27.8,44,9.4,0,2.53,732,Brazil
553,3,2,mar,tue,,,21.9,27,2.2,0,2.55,698,Brazil
554,6,5,sep,wed,,,21.2,47,1.8,0,2.57,233,Brazil
555,8,4,oct,wed,,,25.6,35,4,0,2.69,448,Brazil
