X,Y,DC,ISI,month,day,FFMC,DMC,temp,RH,wind,rain,area,quarter
4,5,803.3,5.6,8,4,89.4,266.2,17.4,54,3.1,0.0,0.0,3
4,5,661.8,16.8,8,1,96.2,175.5,32.6,26,3.1,0.0,2.77,3
4,6,87.2,0.8,2,6,68.2,21.5,15.4,40,2.7,0.0,0.0,1
4,6,64.7,4.1,3,1,87.2,23.9,14.0,39,3.1,0.0,0.0,1
4,6,102.2,9.6,3,7,89.3,51.3,10.6,46,4.9,0.0,0.0,1
4,6,685.2,17.9,9,4,93.7,80.9,17.6,42,3.1,0.0,0.0,3
4,6,728.6,8.1,9,7,93.5,149.3,28.3,26,3.1,0.0,64.1,3
4,6,353.5,6.8,12,7,84.4,27.2,4.8,57,8.5,0.0,8.98,4
4,6,352.0,2.0,12,4,84.6,26.4,5.1,61,4.9,0.0,5.38,4
4,6,352.6,4.1,12,5,84.7,26.7,2.2,59,4.9,0.0,9.27,4
5,4,724.3,9.2,9,1,91.8,78.5,19.1,38,2.7,0.0,0.0,3
5,4,77.5,9.0,3,5,91.7,33.3,15.6,25,6.3,0.0,0.0,1
5,4,614.5,9.0,8,2,88.8,147.3,17.3,43,4.5,0.0,0.0,3
5,4,713.9,13.9,9,5,93.3,141.2,27.6,30,1.3,0.0,0.0,3
5,4,86.6,6.2,3,1,90.1,39.7,13.2,40,5.4,0.0,0.95,1
5,4,692.3,15.9,9,5,94.3,85.1,20.1,47,4.9,0.0,1.46,3
5,4,699.6,9.2,9,3,92.9,133.3,21.9,35,1.8,0.0,2.57,3
5,4,48.3,3.9,2,7,86.8,15.6,12.4,53,2.2,0.0,6.38,1
5,4,700.7,13.8,8,7,91.8,175.1,25.7,39,5.4,0.0,0.09,3
5,4,15.8,6.3,2,5,85.2,4.9,7.5,46,8.0,0.0,24.24,1
5,4,783.5,7.5,9,4,92.8,119.0,21.6,28,6.3,0.0,4.41,3
5,4,751.5,8.4,9,6,92.2,102.3,24.1,27,3.1,0.0,0.0,3
5,4,745.3,9.6,9,5,92.1,99.0,10.1,75,3.6,0.0,0.0,3
5,4,745.3,9.6,9,5,92.1,99.0,12.8,64,3.6,0.0,1.64,3
5,4,745.3,9.6,9,5,92.1,99.0,10.1,75,3.6,0.0,3.71,3
5,4,698.6,13.9,8,4,94.8,222.4,20.3,42,2.7,0.0,0.0,3
5,4,458.8,11.9,7,3,93.7,101.3,19.3,39,7.2,0.0,7.73,3
5,4,723.1,10.1,8,7,93.6,235.1,24.1,50,4.0,0.0,0.0,3
5,4,855.3,7.4,9,5,90.3,290.0,16.2,58,3.6,0.0,0.0,3
5,4,25.6,12.3,4,7,91.0,14.6,17.6,27,5.8,0.0,0.0,2
5,4,605.8,17.7,8,2,95.1,141.3,24.1,43,6.3,0.0,2.0,3
5,4,605.8,17.7,8,2,95.1,141.3,26.4,34,3.6,0.0,16.4,3
5,4,752.6,7.1,8,5,91.0,166.9,21.1,71,7.6,1.4,2.17,3
5,5,80.8,7.8,3,6,91.7,35.8,15.1,27,5.4,0.0,0.0,1
5,5,30.6,8.0,3,4,90.9,18.9,11.6,48,5.4,0.0,0.0,1
5,5,100.7,10.7,8,7,94.0,47.9,17.3,80,4.5,0.0,0.0,3
5,6,692.3,15.9,9,3,94.3,85.1,25.9,24,4.0,0.0,0.0,3
5,6,686.5,7.0,9,1,90.9,126.5,14.7,70,3.6,0.0,0.0,3
5,6,100.4,7.8,3,6,90.6,50.1,15.1,64,4.0,0.0,13.99,1
5,6,613.0,7.6,8,7,91.6,181.3,24.3,33,3.6,0.0,3.63,3
6,3,721.4,8.1,9,6,93.4,145.4,30.2,24,2.7,0.0,0.0,3
6,3,728.6,8.1,9,7,93.5,149.3,22.8,39,3.6,0.0,0.0,3
6,3,692.3,15.9,9,5,94.3,85.1,25.4,24,3.6,0.0,0.0,3
6,3,709.9,7.1,9,1,88.6,91.8,11.2,78,7.6,0.0,0.0,3
6,3,706.8,5.8,9,5,88.6,69.7,20.6,37,1.8,0.0,0.0,3
6,3,718.3,7.8,9,7,91.7,75.6,17.7,39,3.6,0.0,0.0,3
6,3,724.3,9.2,9,1,91.8,78.5,21.2,32,2.7,0.0,0.0,3
6,3,730.2,6.3,9,2,90.3,80.7,18.2,62,4.5,0.0,0.0,3
6,3,669.1,6.7,10,2,90.6,35.4,21.7,24,4.5,0.0,0.0,4
6,3,100.4,7.8,3,6,90.6,50.1,15.2,31,8.5,0.0,1.94,1
6,3,43.5,3.8,4,3,88.0,17.2,15.2,51,2.7,0.0,0.0,2
6,3,621.7,6.3,8,4,91.6,138.1,18.9,41,3.1,0.0,10.34,3
6,3,629.1,7.1,8,5,91.1,141.1,19.3,39,3.6,0.0,1.56,3
6,3,353.5,3.4,2,7,84.9,27.5,4.2,51,4.0,0.0,0.0,1
6,3,758.1,9.9,9,7,92.4,105.8,24.8,28,1.8,0.0,14.29,3
6,3,783.5,7.5,9,4,92.8,119.0,18.9,34,7.2,0.0,34.36,3
6,3,764.0,6.2,9,1,91.6,108.4,23.0,34,2.2,0.0,56.04,3
6,3,807.1,7.5,9,1,91.5,130.1,20.6,37,1.8,0.0,0.0,3
6,3,807.1,7.5,9,1,91.5,130.1,12.2,66,4.9,0.0,6.1,3
6,3,789.7,10.2,9,5,92.5,122.0,15.9,55,3.6,0.0,0.0,3
6,3,789.7,10.2,9,5,92.5,122.0,19.7,39,2.7,0.0,0.0,3
6,3,52.8,2.7,2,5,84.1,7.3,14.7,42,2.7,0.0,0.0,1
6,3,575.8,8.9,7,2,92.7,164.1,26.3,39,3.1,0.0,7.02,3
6,3,25.6,12.3,4,7,91.0,14.6,13.7,33,9.4,0.0,61.13,2
6,3,106.7,1.1,11,2,79.5,3.0,11.8,31,4.5,0.0,0.0,4
6,4,70.8,6.3,3,3,89.2,27.9,15.9,35,4.0,0.0,0.0,1
6,4,97.1,5.1,4,6,86.3,27.4,9.3,44,4.5,0.0,0.0,2
6,4,692.6,7.0,9,2,91.0,129.5,18.3,40,2.7,0.0,0.0,3
6,4,578.8,10.4,8,4,95.2,131.7,20.3,41,4.0,0.0,1.9,3
6,4,89.4,7.9,3,6,90.8,41.9,13.3,42,0.9,0.0,7.4,1
6,4,692.6,7.0,9,2,91.0,129.5,18.7,43,2.7,0.0,103.39,3
6,4,290.8,6.4,6,7,90.4,89.5,14.3,46,1.8,0.0,0.9,2
6,4,706.7,12.0,8,5,94.8,227.0,23.3,34,3.1,0.0,28.74,3
6,4,16.2,1.9,2,2,75.1,4.4,5.1,77,5.4,0.0,2.14,1
6,5,665.3,0.8,8,5,63.5,70.8,17.0,72,6.7,0.0,0.0,3
6,5,686.5,7.0,9,1,90.9,126.5,21.3,42,2.2,0.0,0.0,3
6,5,699.6,9.2,9,3,92.9,133.3,26.4,21,4.5,0.0,0.0,3
6,5,713.9,13.9,9,5,93.3,141.2,22.9,44,5.4,0.0,0.0,3
6,5,80.8,7.8,3,6,91.7,35.8,17.4,25,4.9,0.0,0.0,1
6,5,624.2,8.9,8,6,90.2,96.9,14.7,59,5.8,0.0,0.0,3
6,5,578.8,10.4,8,4,95.2,131.7,27.4,22,4.0,0.0,0.9,3
6,5,433.3,7.1,6,5,92.5,56.4,23.2,39,5.4,0.0,1.19,2
6,5,55.0,3.0,3,4,84.9,18.2,5.3,70,4.5,0.0,2.14,1
6,5,654.1,9.6,8,3,92.1,111.2,16.6,47,0.9,0.0,2.29,3
6,5,570.5,16.5,8,3,96.0,127.1,23.4,33,4.5,0.0,2.51,3
6,5,97.8,12.5,3,5,91.2,48.3,14.6,26,9.4,0.0,2.53,1
6,5,55.2,2.7,4,4,81.5,9.1,5.8,54,5.8,0.0,4.61,2
6,5,97.8,12.5,3,5,91.2,48.3,11.7,33,4.0,0.0,8.31,1
6,5,55.2,2.7,4,4,81.5,9.1,5.8,54,5.8,0.0,10.93,2
6,5,83.7,7.2,3,7,90.1,37.6,12.4,54,3.6,0.0,12.1,1
6,5,668.0,12.2,9,5,92.4,117.9,19.6,33,6.3,0.0,19.23,3
6,5,86.6,6.2,3,1,90.1,39.7,15.2,27,3.1,0.0,31.86,1
6,5,674.4,8.6,9,6,92.5,121.1,25.1,27,4.0,0.0,1090.84,3
6,5,666.7,13.5,8,3,93.1,157.3,22.1,37,3.6,0.0,0.21,3
6,5,607.1,22.7,8,2,94.3,131.7,19.4,55,4.0,0.0,0.17,3
6,5,349.7,2.6,12,2,85.4,25.4,5.1,24,8.5,0.0,24.77,4
6,5,233.8,0.4,6,6,53.4,71.0,10.6,90,2.7,0.0,0.0,2
6,5,298.1,7.5,6,1,90.4,93.3,20.7,25,4.9,0.0,0.0,2
6,5,298.1,7.5,6,1,90.4,93.3,19.1,39,5.4,0.0,3.52,2
6,5,113.8,3.5,5,6,85.1,28.0,11.3,94,4.9,0.0,0.0,2
6,5,777.1,8.8,9,3,92.6,115.4,24.3,27,4.9,0.0,0.0,3
6,5,783.5,7.5,9,4,92.8,119.0,21.6,27,2.2,0.0,0.0,3
6,5,783.5,7.5,9,4,92.8,119.0,16.8,28,4.0,0.0,1.01,3
6,5,726.9,5.4,9,4,88.1,53.3,13.7,56,1.8,0.0,4.42,3
6,5,751.5,8.4,9,6,92.2,102.3,21.2,32,2.2,0.0,0.0,3
6,5,751.5,8.4,9,6,92.2,102.3,19.7,35,1.8,0.0,0.0,3
6,5,789.7,10.2,9,5,92.5,122.0,18.4,42,2.2,0.0,1.09,3
6,5,770.3,6.5,9,2,91.9,111.7,21.1,35,2.7,0.0,5.65,3
6,5,770.3,6.5,9,2,91.9,111.7,19.6,45,3.1,0.0,20.03,3
6,5,744.4,8.4,9,6,91.2,94.3,16.8,47,4.9,0.0,12.64,3
6,5,855.3,7.4,9,5,90.3,290.0,10.3,78,4.0,0.0,18.3,3
6,5,744.4,8.4,9,6,91.2,94.3,15.4,57,4.9,0.0,39.35,3
6,5,30.6,8.0,3,4,90.9,18.9,8.7,51,5.8,0.0,0.0,1
6,5,46.7,2.2,2,1,84.1,4.6,5.3,68,1.8,0.0,0.0,1
6,5,860.6,4.0,9,6,87.1,291.3,17.0,67,4.9,0.0,3.95,3
6,5,28.3,9.9,3,3,93.4,17.3,13.8,24,5.8,0.0,0.0,1
6,5,41.6,3.7,4,1,87.9,24.9,10.9,64,3.1,0.0,3.35,2
6,5,664.5,8.1,8,7,92.0,203.2,19.1,70,2.2,0.0,0.0,3
6,5,16.2,1.9,2,2,75.1,4.4,4.6,82,6.3,0.0,5.39,1
6,5,36.9,7.1,3,1,87.2,15.1,10.2,45,5.8,0.0,3.18,1
6,5,43.5,8.5,3,4,91.3,20.6,13.3,27,3.6,0.0,6.61,1
6,5,671.2,14.3,8,2,96.1,181.1,33.3,26,2.7,0.0,40.54,3
6,5,752.6,7.1,8,5,91.0,166.9,18.2,62,5.4,0.0,0.43,3
6,6,442.9,11.0,7,1,94.2,62.3,23.0,36,3.1,0.0,0.0,3
6,6,643.0,14.0,8,6,96.0,164.0,30.8,30,4.9,0.0,8.59,3
6,6,661.8,16.8,8,1,96.2,175.5,23.9,42,2.2,0.0,0.0,3
7,3,686.9,6.7,10,6,90.6,43.7,17.8,27,4.0,0.0,0.0,4
7,3,103.8,5.0,3,1,87.6,52.2,11.0,46,5.8,0.0,27.35,1
7,4,669.1,6.7,10,2,90.6,35.4,18.0,33,0.9,0.0,0.0,4
7,4,686.9,6.7,10,6,90.6,43.7,14.6,33,1.3,0.0,0.0,4
7,4,200.0,56.1,6,7,94.3,96.3,21.0,44,4.5,0.0,0.0,2
7,4,537.4,6.2,8,6,90.2,110.9,19.5,43,5.8,0.0,0.0,3
7,4,594.2,20.3,8,6,93.5,139.4,23.7,32,5.8,0.0,0.0,3
7,4,601.4,10.6,8,7,91.4,142.4,16.3,60,5.4,0.0,0.0,3
7,4,668.0,12.2,9,5,92.4,117.9,19.0,34,5.8,0.0,0.0,3
7,4,686.5,7.0,9,1,90.9,126.5,19.4,48,1.3,0.0,0.0,3
7,4,682.6,8.7,10,5,90.0,41.5,11.3,60,5.4,0.0,0.0,4
7,4,647.1,17.0,8,7,94.8,108.3,16.4,47,1.3,0.0,1.56,3
7,4,668.0,12.2,9,5,92.4,117.9,19.0,34,5.8,0.0,1.69,3
7,4,86.6,6.2,3,1,90.1,39.7,16.1,29,3.1,0.0,1.75,1
7,4,601.4,10.6,8,7,91.4,142.4,20.1,39,5.4,0.0,2.74,3
7,4,696.1,11.1,10,1,91.7,48.5,16.8,45,4.5,0.0,6.83,4
7,4,92.4,5.5,3,7,90.7,44.0,11.5,60,4.0,0.0,8.24,1
7,4,32.1,2.1,2,7,83.9,8.7,8.8,68,2.2,0.0,13.05,1
7,4,594.2,20.3,8,6,93.5,139.4,5.1,96,5.8,0.0,26.0,3
7,4,692.3,15.9,9,5,94.3,85.1,20.1,47,4.9,0.0,26.13,3
7,4,735.7,6.2,9,3,90.1,82.9,15.4,57,4.5,0.0,37.71,3
7,4,700.7,13.8,8,7,91.8,175.1,21.9,73,7.6,1.0,0.0,3
7,4,565.5,8.0,8,4,91.9,109.2,21.4,38,2.7,0.0,1.52,3
7,4,692.3,13.7,8,6,91.8,170.9,23.7,40,1.8,0.0,1.38,3
7,4,474.9,9.0,7,6,91.6,104.2,22.1,49,2.7,0.0,0.0,3
7,4,474.9,9.0,7,6,91.6,104.2,24.2,32,1.8,0.0,0.0,3
7,4,474.9,9.0,7,6,91.6,104.2,24.3,30,1.8,0.0,0.0,3
7,4,714.3,5.7,9,7,89.6,84.1,17.1,53,5.4,0.0,0.41,3
7,4,758.1,9.9,9,7,92.4,105.8,25.3,27,2.7,0.0,0.0,3
7,4,795.3,8.5,9,6,91.2,124.4,21.5,28,4.5,0.0,15.64,3
7,4,764.0,6.2,9,1,91.6,108.4,19.3,44,2.2,0.0,0.0,3
7,4,745.3,9.6,9,5,92.1,99.0,20.6,43,3.6,0.0,2.03,3
7,4,745.3,9.6,9,5,92.1,99.0,19.8,47,2.7,0.0,1.72,3
7,4,745.3,9.6,9,5,92.1,99.0,18.7,50,2.2,0.0,5.97,3
7,4,732.3,11.6,9,5,88.2,55.2,15.2,64,3.1,0.0,0.52,3
7,4,825.1,7.1,9,7,91.0,276.3,13.8,77,7.6,0.0,11.06,3
7,4,706.7,12.0,8,5,94.8,227.0,23.3,34,3.1,0.0,0.0,3
7,4,58.3,4.1,2,1,84.7,9.5,7.5,71,6.3,0.0,9.96,1
7,4,43.6,3.3,2,5,84.6,3.2,8.2,53,9.4,0.0,4.62,1
7,4,849.3,6.8,9,4,89.7,287.2,19.4,45,3.6,0.0,0.0,3
7,4,844.0,10.1,9,3,89.7,284.9,10.5,77,4.0,0.0,0.0,3
7,4,613.0,7.6,8,7,91.6,181.3,19.3,61,4.9,0.0,0.0,3
7,4,730.6,7.5,8,1,91.5,238.2,17.7,65,4.0,0.0,0.0,3
7,4,819.1,7.7,8,6,91.6,273.8,15.5,72,8.0,0.0,1.94,3
7,4,423.4,14.7,7,7,93.7,101.3,18.2,82,4.5,0.0,2.21,3
7,4,431.6,6.4,7,1,89.2,103.9,22.6,57,4.9,0.0,278.53,3
7,4,665.6,1.9,8,7,81.6,56.7,21.2,70,6.7,0.0,11.16,3
7,5,94.3,5.1,3,5,86.2,26.2,8.2,51,6.7,0.0,0.0,1
7,5,698.6,7.1,9,6,92.5,88.0,22.8,40,4.0,0.0,0.0,3
7,5,698.6,7.1,9,6,92.5,88.0,17.8,51,7.2,0.0,0.0,3
7,5,713.0,22.6,9,6,92.8,73.2,19.3,38,4.0,0.0,0.0,3
7,5,692.6,7.0,9,2,91.0,129.5,20.7,37,2.2,0.0,17.2,3
7,5,696.1,11.1,10,1,91.7,48.5,16.1,44,4.0,0.0,49.37,4
7,5,7.9,3.5,4,7,81.9,3.0,13.4,75,1.8,0.0,0.0,2
7,5,430.8,11.0,6,7,93.1,180.4,22.2,48,1.3,0.0,0.0,2
7,5,715.1,8.4,8,6,93.7,231.1,26.4,33,3.6,0.0,0.0,3
7,5,671.2,14.3,8,2,96.1,181.1,27.3,63,4.9,6.4,10.82,3
7,5,671.2,14.3,8,2,96.1,181.1,21.6,65,4.9,0.8,0.0,3
7,6,437.7,12.5,7,3,91.2,183.1,12.6,90,7.6,0.2,0.0,3
7,6,430.8,11.0,7,2,93.1,180.4,26.9,28,5.4,0.0,86.45,3
8,3,671.9,3.2,9,2,84.4,73.4,24.2,28,3.6,0.0,0.96,3
8,3,685.2,17.9,9,4,93.7,80.9,23.2,26,4.9,0.0,23.41,3
8,3,229.0,4.7,6,1,88.2,96.2,14.3,79,4.0,0.0,1.94,2
8,4,819.1,7.7,8,6,91.6,273.8,21.3,44,4.5,0.0,12.18,3
8,5,664.2,3.0,10,1,84.9,32.8,16.7,47,4.9,0.0,0.0,4
8,5,704.4,4.8,9,7,89.7,90.0,17.8,67,2.2,0.0,2.01,3
8,5,666.7,13.5,8,3,93.1,157.3,26.8,25,3.1,0.0,0.68,3
8,5,666.7,13.5,8,3,93.1,157.3,24.0,36,3.1,0.0,0.24,3
8,6,77.5,9.0,3,5,91.7,33.3,8.3,97,4.0,0.2,0.0,1
8,6,102.2,9.6,3,7,89.3,51.3,11.4,99,1.8,0.0,0.0,1
8,6,488.0,14.7,8,7,92.3,85.3,22.2,29,5.4,0.0,0.0,3
8,6,495.6,8.5,8,1,92.3,88.9,24.1,27,3.1,0.0,0.0,3
8,6,608.2,10.7,8,1,91.5,145.4,8.0,86,2.2,0.0,0.0,3
8,6,692.6,7.0,9,2,91.0,129.5,13.1,63,5.4,0.0,0.0,3
8,6,80.8,7.8,3,5,91.7,35.8,17.4,24,5.4,0.0,0.0,1
8,6,488.0,14.7,8,7,92.3,85.3,20.8,32,6.3,0.0,0.0,3
8,6,601.4,10.6,8,7,91.4,142.4,18.2,43,4.9,0.0,0.0,3
8,6,638.8,5.8,8,1,91.1,103.2,23.4,22,2.7,0.0,0.0,3
8,6,529.8,12.5,8,5,90.1,108.0,21.2,51,8.9,0.0,0.61,3
8,6,685.2,17.9,9,4,93.7,80.9,23.7,25,4.5,0.0,1.12,3
8,6,674.4,8.6,9,6,92.5,121.1,17.8,56,1.8,0.0,1.95,3
8,6,578.8,10.4,8,4,95.2,131.7,20.7,45,2.2,0.0,2.55,3
8,6,609.6,6.6,8,3,85.6,90.4,17.4,50,4.0,0.0,2.69,3
8,6,614.5,9.0,8,2,88.8,147.3,14.4,66,5.4,0.0,5.23,3
8,6,664.2,3.0,10,1,84.9,32.8,19.1,32,4.0,0.0,5.44,4
8,6,586.7,15.1,8,5,93.9,135.7,20.8,34,4.9,0.0,6.96,3
8,6,102.2,9.6,3,7,89.3,51.3,11.5,39,5.8,0.0,7.19,1
8,6,673.8,5.2,10,3,91.4,37.9,20.2,37,2.7,0.0,13.7,4
8,6,631.2,6.3,8,7,90.2,99.6,16.2,59,3.1,0.0,32.07,3
8,6,480.8,11.9,8,6,92.2,81.8,20.1,34,4.5,0.0,58.3,3
8,6,480.8,11.9,8,6,92.2,81.8,16.4,43,4.0,0.0,71.3,3
8,6,601.4,10.6,8,7,91.4,142.4,19.6,41,5.8,0.0,196.48,3
8,6,666.7,13.5,8,3,93.1,157.3,28.7,28,2.7,0.0,0.0,3
8,6,581.1,11.0,8,6,94.2,117.2,23.9,41,2.2,0.0,8.02,3
8,6,658.2,14.3,8,2,92.1,152.6,20.1,58,4.5,0.0,9.27,3
8,6,354.6,5.3,12,3,84.0,27.8,5.1,61,8.0,0.0,11.19,4
8,6,440.9,8.5,7,2,92.3,88.8,17.1,67,3.6,0.0,6.57,3
8,6,290.8,6.4,6,7,90.4,89.5,15.4,45,2.2,0.0,0.0,2
8,6,377.2,12.7,6,3,91.2,147.8,19.6,43,4.9,0.0,0.0,2
8,6,764.0,6.2,9,1,91.6,108.4,22.7,35,2.2,0.0,7.48,3
8,6,770.3,6.5,9,1,91.9,111.7,15.7,51,2.2,0.0,0.0,3
8,6,807.1,7.5,9,1,91.5,130.1,15.9,51,4.5,0.0,2.18,3
8,6,672.6,8.2,8,1,92.1,207.0,21.1,54,2.2,0.0,0.0,3
8,6,643.0,6.8,8,4,90.7,194.1,16.2,63,2.7,0.0,16.33,3
8,6,690.0,18.0,8,3,95.2,217.7,28.2,29,1.8,0.0,5.86,3
8,6,738.1,7.2,9,5,91.1,91.3,20.7,46,2.7,0.0,30.18,3
8,6,643.0,6.8,8,4,90.7,194.1,21.3,41,3.6,0.0,0.0,3
8,6,698.6,13.9,8,4,94.8,222.4,27.5,27,4.9,0.0,746.28,3
8,6,795.9,5.2,7,7,88.9,263.1,29.3,27,3.6,0.0,6.3,3
8,6,715.1,8.4,8,6,93.7,231.1,26.9,31,3.6,0.0,4.96,3
8,6,753.8,6.3,8,4,91.6,248.4,20.4,56,2.2,0.0,0.0,3
8,6,698.6,13.9,8,4,94.8,222.4,23.9,38,6.7,0.0,0.0,3
8,6,672.6,8.2,8,1,92.1,207.0,26.8,35,1.3,0.0,0.54,3
8,6,768.4,9.7,8,6,89.4,253.6,14.2,73,2.7,0.0,0.0,3
8,6,672.6,8.2,8,1,92.1,207.0,25.5,29,1.8,0.0,1.23,3
8,6,715.1,8.4,8,6,93.7,231.1,18.9,64,4.9,0.0,3.32,3
8,6,715.1,8.4,8,6,93.7,231.1,18.9,64,4.9,0.0,0.0,3
8,6,587.1,14.1,8,7,94.9,130.3,31.0,27,5.4,0.0,0.0,3
8,6,671.2,14.3,8,2,96.1,181.1,21.6,65,4.9,0.8,0.0,3
8,6,665.6,1.9,8,7,81.6,56.7,27.8,35,2.7,0.0,0.0,3
8,8,635.9,7.8,8,3,91.7,191.4,26.2,36,4.5,0.0,185.76,3
9,4,671.9,3.2,9,2,84.4,73.4,24.3,36,3.1,0.0,105.66,3
9,4,474.9,9.0,7,6,91.6,104.2,25.3,39,0.9,0.0,8.0,3
9,4,442.1,9.8,7,1,92.3,92.1,22.8,27,4.5,0.0,1.63,3
9,4,252.6,9.4,6,6,90.5,61.1,24.5,50,3.1,0.0,70.32,2
9,5,297.7,14.0,6,3,93.3,49.5,28.0,34,4.5,0.0,0.0,2
9,5,297.7,14.0,6,3,93.3,49.5,28.0,34,4.5,0.0,8.16,2
9,6,753.8,6.3,8,4,91.6,248.4,20.5,58,2.7,0.0,42.87,3
9,9,26.6,7.7,2,4,84.2,6.8,6.7,79,3.1,0.0,0.0,1
9,9,43.0,5.3,2,5,86.6,13.2,15.7,43,3.1,0.0,0.0,1
9,9,313.4,3.9,7,2,85.8,48.3,18.0,42,2.7,0.0,0.36,3
9,9,355.2,7.2,7,7,90.1,68.6,24.8,29,2.2,0.0,1.36,3
9,9,706.7,12.0,8,5,94.8,227.0,25.0,36,4.0,0.0,0.0,3
9,9,560.0,9.5,7,4,93.2,114.4,30.2,25,4.5,0.0,2.75,3
